PLAN;PERIODE VON;PERIODE BIS;DIENST;BEGINN;ENDE;PAUSE;BEZAHLT;DAUER;VON;NACH;DIENSTART;ZUGNR;FZG;UMLAUF;KM;PERIODE;TAGESART;ABTEILUNG;MELDESTELLE;LINIE;DIENSTANMERKUNG;PLANANMERKUNG;ANMERKUNG
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;19:30;19:33;0:00;8:12;0:03;AN;AN;A3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;wird 81886
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;19:33;19:36;0:00;8:12;0:03;AN;AN;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;19:36;19:55;0:00;8:12;0:19;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;19:55;20:15;0:20;8:12;0:20;AN;AN;Pause;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:15;20:27;0:00;8:12;0:12;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:27;20:30;0:00;8:12;0:03;AN;AN;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:30;20:33;0:00;8:12;0:03;AN;AN;V3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;aus 81883
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:33;20:35;0:00;8:12;0:02;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:35;20:58;0:00;8:12;0:23;AN;AHWT;Zugfahrt;81890;648.TF:104;104;87512;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;20:58;21:02;0:00;8:12;0:04;AHWT;AHWT;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:02;21:25;0:00;8:12;0:23;AHWT;AN;Zugfahrt;81887;648.TF:104;104;87512;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:25;21:28;0:00;8:12;0:03;AN;AN;A3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;wird 81894
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:28;21:31;0:00;8:12;0:03;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:31;21:34;0:00;8:12;0:03;AN;AN;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:34;21:37;0:00;8:12;0:03;AN;AN;V3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;aus 82204
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;21:37;22:01;0:00;8:12;0:24;AN;ASB;Zugfahrt;82205;648.TF:105;105;28673;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:01;22:03;0:00;8:12;0:02;ASB;ASB;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:03;22:20;0:00;8:12;0:17;ASB;AO;Zugfahrt;82205;648.TF:105;105;16766;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:20;22:23;0:00;8:12;0:03;AO;AO;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:23;22:24;0:00;8:12;0:01;AO;AO;A4;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:24;22:34;0:10;8:12;0:10;AO;AO;Pause;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:34;22:35;0:00;8:12;0:01;AO;AO;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:35;22:37;0:00;8:12;0:02;AO;AO;V4;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:37;22:53;0:00;8:12;0:16;AO;ASB;Zugfahrt;82208;648.TF:105;105;16766;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;22:53;23:03;0:00;8:12;0:10;ASB;ASB;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;23:03;23:27;0:00;8:12;0:24;ASB;AN;Zugfahrt;82208;648.TF:105;105;28673;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;23:27;23:31;0:00;8:12;0:04;AN;AN;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;23:31;23:46;0:00;8:12;0:15;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;23:46;0:10;0:00;8:12;0:24;AN;ASB;Zugfahrt;82209;648.TF:105;105;28673;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;0:10;0:12;0:00;8:12;0:02;ASB;ASB;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;0:12;0:28;0:00;8:12;0:16;ASB;AO;Zugfahrt;82209;648.TF:105;105;16766;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;0:28;0:32;0:00;8:12;0:04;AO;AO;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;0:32;0:55;0:00;8:12;0:23;AO;AO;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;0:55;1:37;0:00;8:12;0:42;AO;AN;Zugfahrt;82170;648.TF:60105;60105;45439;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;1:37;1:41;0:00;8:12;0:04;AN;AN;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;1:41;1:44;0:00;8:12;0:03;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;1:44;1:47;0:00;8:12;0:03;AN;ANM;Leerfahrt;82079;648.TF:60105;60105;65591;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;99;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;1:47;1:49;0:00;8:12;0:02;ANM;ANM.Bw;Rangierfahrt;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;1:49;2:04;0:00;8:12;0:15;ANM.Bw;ANM.Bw;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;2:04;2:24;0:00;8:12;0:20;ANM.Bw;ANM.Bw;Tanken;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;2:24;2:44;0:00;8:12;0:20;ANM.Bw;ANM.abs;A1;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;2:44;2:50;0:00;8:12;0:06;ANM.abs;ANM.mr;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;683;2:50;2:52;0:00;8:12;0:02;ANM.mr;ANM.mr;Abmeldung;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:15;18:19;0:00;8:02;0:04;ANM.mr;ANM.mr;Anmeldung;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:19;18:22;0:00;8:02;0:03;ANM.mr;ANM;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:22;18:24;0:00;8:02;0:02;ANM;ANM;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:24;18:27;0:00;8:02;0:03;ANM;AN;Gastfahrt;82198;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:27;18:30;0:00;8:02;0:03;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:30;18:33;0:00;8:02;0:03;AN;AN;V3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;aus 82198
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:33;18:37;0:00;8:02;0:04;AN;AN;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;18:37;19:01;0:00;8:02;0:24;AN;ASB;Zugfahrt;82199;648.TF:102;102;28673;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:01;19:03;0:00;8:02;0:02;ASB;ASB;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:03;19:20;0:00;8:02;0:17;ASB;AO;Zugfahrt;82199;648.TF:102;102;16766;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:20;19:24;0:00;8:02;0:04;AO;AO;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:24;19:37;0:00;8:02;0:13;AO;AO;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:37;19:53;0:00;8:02;0:16;AO;ASB;Zugfahrt;82202;648.TF:102;102;16766;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;19:53;20:03;0:00;8:02;0:10;ASB;ASB;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:03;20:27;0:00;8:02;0:24;ASB;AN;Zugfahrt;82202;648.TF:102;102;28673;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;82;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:27;20:30;0:00;8:02;0:03;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:30;20:33;0:00;8:02;0:03;AN;AN;A3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;wird 82203
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:33;20:36;0:00;8:02;0:03;AN;AN;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:36;20:45;0:00;8:02;0:09;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;20:45;21:15;0:30;8:02;0:30;AN;AN;Pause;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:15;21:22;0:00;8:02;0:07;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:22;21:25;0:00;8:02;0:03;AN;AN;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:25;21:28;0:00;8:02;0:03;AN;AN;V3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;aus 81887
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:28;21:32;0:00;8:02;0:04;AN;AN;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:32;21:35;0:00;8:02;0:03;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:35;21:58;0:00;8:02;0:23;AN;AHWT;Zugfahrt;81894;648.TF:104;104;22953;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;21:58;22:02;0:00;8:02;0:04;AHWT;AHWT;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:02;22:45;0:00;8:02;0:43;AHWT;AHI;Zugfahrt;81894;648.TF:104;104;40365;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:45;22:49;0:00;8:02;0:04;AHI;AHI;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:49;22:54;0:00;8:02;0:05;AHI;AHI;Rangierfahrt;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:54;22:58;0:00;8:02;0:04;AHI;AHI;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:58;22:59;0:00;8:02;0:01;AHI;AHI;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;22:59;23:04;0:00;8:02;0:05;AHI;AHI;Rangierfahrt;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:04;23:07;0:00;8:02;0:03;AHI;AHI;Kuppeln;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:07;23:10;0:00;8:02;0:03;AHI;AHI;V3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;aus 81897
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:10;23:14;0:00;8:02;0:04;AHI;AHI;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:14;23:17;0:00;8:02;0:03;AHI;AHI;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:17;23:59;0:00;8:02;0:42;AHI;AHWT;Zugfahrt;81897;648.TF:104;104;-;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;23:59;0:02;0:00;8:02;0:03;AHWT;AHWT;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:02;0:25;0:00;8:02;0:23;AHWT;AN;Zugfahrt;81897;648.TF:104;104;-;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:25;0:28;0:00;8:02;0:03;AN;AN;Trennen;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:28;0:31;0:00;8:02;0:03;AN;AN;A3;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;1.VT wird 82076
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:31;0:35;0:00;8:02;0:04;AN;AN;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:35;0:40;0:00;8:02;0:05;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;0:40;1:03;0:00;8:02;0:23;AN;AHWT;Zugfahrt;81830;648.TF:60103;60103;87512;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:03;1:07;0:00;8:02;0:04;AHWT;AHWT;Wendezeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:07;1:30;0:00;8:02;0:23;AHWT;AN;Zugfahrt;81831;648.TF:60103;60103;87512;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;63;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:30;1:38;0:00;8:02;0:08;AN;AN;Standzeit;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:38;1:42;0:00;8:02;0:04;AN;ANM;Leerfahrt;82078;648.TF:60103;60103;65591;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;99;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:42;1:44;0:00;8:02;0:02;ANM;ANM.Bw;Rangierfahrt;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;1:44;2:04;0:00;8:02;0:20;ANM.Bw;ANM.Bw;Tanken;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;2:04;2:24;0:00;8:02;0:20;ANM.Bw;ANM.abs;A1;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;2:24;2:39;0:00;8:02;0:15;ANM.abs;ANM.abs;Sonstiges;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;2:39;2:45;0:00;8:02;0:06;ANM.abs;ANM.mr;Fußweg;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
2021_NN_Regeldienste_Sa;13.12.2020 00:00;11.12.2021 00:00;684;2:45;2:47;0:00;8:02;0:02;ANM.mr;ANM.mr;Abmeldung;;;;;13.12.2020 - 11.12.2021;-----X-;Tf ANM;;-;-;-;-
